Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
HQI,263660000.00000003,264610000.0,16.78,6.32,38.45,67.39,0.5678,0.4703,0.092,0.2735,19400000.0,1.44,1.034,13810000.0,10180000.0,11010000.0,0.8,4790000.0,0.35,3210000.0,7.12,2.14,3.3,18760000.0,5470000.0,19.277803421020508,18.39906120300293,7.473264217376709
HQY,6170000000.0,6490000000.0,7.93,3.35,34.32,199.58,0.001,0.0828,0.0132,0.0005,740830000.0,9.29,0.07400000000000001,415330000.0,185940000.0,723000.0,0.01,753750000.0,9.03,1060000000.0,56.73,4.65,22.28,181120000.0,136860000.0,64.76000213623047,80.4800033569336,51.369998931884766
HRMY,2190000000.0,2220000000.0,9.28,17.69,27.51,86.34,0.0432,0.2464,0.11720000000000001,0.0947,270520000.0,4.73,0.77,132000000.0,85120000.0,11680000.0,0.2,189700000.0,3.24,192070000.0,126.35,5.05,2.6,71070000.0,-50310000.0,38.33000183105469,28.229999542236328,33.900001525878906
HROW,244470000.0,236070000.0,3.8,10.54,12.62,-74.9,-0.1411,0.08960000000000001,0.0462,-0.45909999999999995,66879999.99999999,2.53,0.299,34410000.0,7930000.0,-9910000.0,-0.38,67720000.0,2.52,76490000.0,471.15,8.7,0.62,6010000.0,-8260000.0,9.09000015258789,9.289999961853027,5.590000152587891
HRTX,1090000000.0,996920000.0,11.97,6.8,42.92,-19.57,-2.6458,-2.5492,-0.3704,-1.1532,86300000.0,0.9,0.16399999999999998,-120880000.0,-217050000.0,-228320000.0,-2.38,202820000.0,1.99,164500000.0,138.42,4.36,1.17,-210650000.0,-127400000.0,10.6899995803833,15.520000457763672,14.819999694824219
HSDT,33850000.0,26490000.0,1280.0,4.12,243.0,-6.16,0.0,-37.740700000000004,-1.5437,-4.0236,455000.0,0.22,-0.168,273000.0,-16830000.0,-16570000.0,-8.16,4700000.0,1.96,47000.0,0.93,2.36,2.11,-12100000.0,-6030000.0,14.399999618530273,16.989999771118164,13.545000076293945
HSIC,10600000000.0,11540000000.0,0.92,3.15,3.63,43.66,0.0512,0.0669,0.06309999999999999,0.14880000000000002,12240000000.0,86.73,0.11900000000000001,2810000000.0,1020000000.0,625920000.0,4.39,119130000.0,0.86,1120000000.0,23.78,1.7,24.85,782790000.0,477430000.0,76.16000366210938,74.19000244140625,58.779998779296875
HSII,874370000.0,740100000.0,1.16,2.92,2.79,21.38,0.0747,0.11230000000000001,0.0742,0.22460000000000002,878450000.0,45.15,0.838,171190000.0,113380000.0,65629999.99999999,3.28,348290000.0,17.78,82330000.0,25.47,1.4,16.5,161030000.0,200000000.0,44.49134063720703,44.246612548828125,19.246437072753906
HSKA,2770000000.0,2610000000.0,10.14,6.38,43.34,1360.0,0.0075,0.029300000000000003,0.009300000000000001,0.0053,249990000.0,25.64,0.064,81290000.0,19060000.0,1870000.0,0.19,222900000.0,20.81,106470000.0,24.49,8.22,40.64,12720000.0,28830000.0,258.5400085449219,229.72999572753906,98.79000091552734
HSON,43100000.0,19540000.0,0.36,1.24,0.43,13.22,0.0161,0.0105,0.0196,0.069,146480000.0,50.45,0.7709999999999999,5110000.0,1980000.0,2370000.0,0.8,26190000.0,9.67,521000.0,1.43,2.92,13.49,775000.0,1110000.0,15.920000076293945,17.649999618530273,9.680000305175781
HST,11660000000.0,16360000000.0,7.62,1.87,19.38,94.56,-0.1814,-0.22,-0.0232,-0.06280000000000001,2180000000.0,3.08,3.383,-164000000.0,193000000.0,-395000000.0,-0.56,1040000000.0,1.45,6120000000.0,97.95,10.77,8.57,-65000000.0,69750000.0,16.329999923706055,17.09000015258789,10.789999961853027
HSTM,902040000.0,873810000.0,3.61,2.65,13.63,79.98,0.0281,0.057999999999999996,0.019,0.021099999999999997,254190000.0,8.06,0.053,155490000.0,37680000.0,7160000.0,0.23,60550000.0,1.92,26850000.0,7.85,1.1,10.84,41560000.0,37470000.0,28.579999923706055,27.940000534057617,20.06999969482422
HSTO,31620000.0,13070000.0,12.75,1.27,22.12,-3.41,0.0,-10.5189,-0.4767,-1.1360999999999999,1500000.0,0.05,0.19399999999999998,-5020000.0,-15730000.0,-15320000.0,-0.493,19210000.0,0.46,4630000.0,22.82,8.48,0.51,-15890000.0,-9520000.0,0.7599999904632568,1.090000033378601,1.6399999856948853
HTBX,149600000.0,28730000.0,56.15,1.14,57.28,-4.05,0.0,-13.499500000000001,-0.1353,-0.2316,2100000.0,0.09,-0.41,-9990000.0,-27880000.0,-27960000.0,-1.152,108910000.0,4.29,2060000.0,1.67,33.99,4.97,-33180000.0,-15720000.0,5.949999809265137,6.730000019073486,8.680000305175781
HTGM,42900000.0,24040000.0,4.09,2.33,9.54,-5.97,-1.886,-1.9434,-0.2938,-1.045,8610000.0,1.37,0.418,-1520000.0,-15860000.0,-16239999.999999998,-2.58,25420000.0,2.56,16590000.0,111.42,3.93,1.5,-16670000.000000002,-10420000.0,5.710000038146973,5.809999942779541,4.949999809265137
HTHT,29520000000.0,34990000000.0,7.53,8.36,9.93,105.4,0.0556,0.0001,0.0,0.065,12510000000.0,40.33,0.11599999999999999,467000000.0,1370000000.0,696000000.0,0.35,8289999999.999999,26.61,44560000000.0,388.67,1.08,36.46,777000000.0,306250000.0,45.86000061035156,52.810001373291016,43.2400016784668
HUBG,2360000000.0,2390000000.0,0.61,1.92,2.22,26.09,0.0279,0.0415,0.046799999999999994,0.0917,3930000000.0,117.72,0.163,425440000.0,290980000.0,109550000.0,3.24,230660000.0,6.66,303540000.0,24.18,1.37,36.54,230320000.0,112490000.0,68.75,65.9800033569336,50.20000076293945
HURN,1140000000.0,1460000000.0,1.35,2.12,6.42,55.45,0.0301,0.0621,0.031,0.047400000000000005,855690000.0,39.5,0.091,251700000.0,75370000.0,25820000.0,1.19,11190000.0,0.53,332570000.0,62.35,1.49,25.11,30550000.0,6370000.0,52.0,49.150001525878906,39.33000183105469
HUT,1370000000.0,1300000000.0,14.1,5.06,25.92,55.58,0.5106,0.25670000000000004,0.0572,0.1963,128860000.00000001,1.07,7.747999999999999,982680.0,50720000.0,65800000.0,0.4,223230000.0,1.34,10340000.0,1.64,22.42,3.83,-52740000.0,-207000000.0,8.399999618530273,4.400000095367432,0.7400000095367432
HWKN,728610000.0,830690000.0,1.17,2.65,4.53,32.26,0.0712,0.0971,0.09029999999999999,0.1772,670420000.0,31.92,0.24,123760000.0,88580000.0,47760000.0,2.25,6800000.0,0.32,94980000.0,33.4,2.37,13.61,63740000.0,37570000.0,34.75889205932617,32.52250671386719,22.611146926879883
HYRE,182310000.0,160290000.0,5.34,14.37,16.61,-26.16,-0.8479000000000001,-0.8168000000000001,-1.1355,-7.130700000000001,33210000.0,1.66,0.41600000000000004,8270000.0,-27120000.0,-28160000.0,-1.41,16739999.999999998,0.78,2000000.0,26.05,1.81,0.36,-16340000.0,-6860000.0,8.5,20.920000076293945,3.1500000953674316
HZNP,24830000000.0,26570000000.0,10.15,6.09,25.62,62.55,0.1866,0.20329999999999998,0.052300000000000006,0.1338,2960000000.0,13.2,0.629,1670000000.0,618140000.0,551870000.0,2.35,1070000000.0000001,4.71,2670000000.0,60.05,2.83,19.64,906530000.0,410150000.0,109.54000091552734,93.63999938964844,77.68000030517578
IAC,11630000000.0,8630000000.0,3.44,1.62,9.34,79.32,0.3048,-0.0248,-0.0062,0.14679999999999999,3590000000.0,41.74,0.29600000000000004,2240000000.0,50360000.0,1050000000.0,11.19,3430000000.0,38.31,869810000.0,11.15,5.23,80.72,214220000.0,14580000.0,130.2899932861328,154.1699981689453,79.6939468383789
IAIC,35410000.0,36090000.0,2.44,13.96,8.39,3560.0,0.037200000000000004,0.0508,0.0774,0.1684,15550000.0,1.32,0.096,2210000.0,906480.0,578080.0,0.044,3680000.0,0.27,1900000.0,33.61,2.2,0.42,-41110.0,-450510.0,2.940000057220459,3.140000104904175,0.6399999856948853
IART,5800000000.0,7060000000.0,3.86,3.68,18.24,75.78,0.1419,0.18420000000000003,0.048600000000000004,0.1429,1530000000.0,18.04,0.045,885590000.0,396230000.0,216440000.0,2.54,470230000.0,5.55,1710000000.0,105.05,3.32,19.26,323410000.0,431040000.0,68.4800033569336,68.23999786376953,47.220001220703125
IBEX,312600000.0,367270000.0,0.7,3.89,3.38,27.49,0.0209,0.07730000000000001,0.0764,0.1191,443460000.0,24.48,-0.002,135010000.0,46090000.0,9280000.0,0.49,53990000.0,2.96,114880000.0,137.65,1.27,4.57,26860000.0,10660000.0,17.0,19.520000457763672,15.380000114440918
ICAD,269140000.0,232740000.0,7.49,5.29,24.86,-114.65,-0.2398,-0.2227,-0.0889,-0.23149999999999998,36280000.0,1.5,0.313,21730000.0,-7520000.0,-8700000.0,-0.37,35800000.0,1.43,1290000.0,2.58,3.53,1.99,-8760000.0,-5050000.0,10.75,17.309999465942383,8.8100004196167
ICCC,72460000.0,72070000.0,4.26,2.25,13.99,84.54,0.0021,-0.0298,-0.0077,0.0012,17540000.0,2.35,0.384,6860000.0,1950000.0,36400.0,0.0,10500000.0,1.36,10490000.0,32.32,7.42,4.19,522520.0,-1340000.0,9.359999656677246,9.5,5.429999828338623
ICFI,1680000000.0,2140000000.0000002,1.09,2.18,5.43,53.44,0.0449,0.0805,0.0501,0.0947,1600000000.0,84.81,0.094,534470000.0,160920000.0,71870000.0,3.77,7880000.0,0.42,409300000.0,51.77,1.17,41.9,142740000.0,181250000.0,89.29000091552734,87.7259750366211,61.13360595703125
ICHR,1170000000.0,1100000000.0,1.06,2.55,4.17,39.87,0.065,0.0776,0.0713,0.1865,1050000000.0,38.84,0.155,127090000.0,106200000.0,68560000.0,2.47,226740000.0,7.98,173350000.0,36.07,3.04,16.92,64550000.0,22510000.0,41.09000015258789,53.79999923706055,21.56999969482422
ICLR,21330000000.0,20670000000.0,4.36,10.52,11.07,141.76,0.0408,0.10769999999999999,0.028300000000000002,0.0368,4360000000.0,72.73,1.66,819900000.0,661450000.0,177950000.0,2.94,1010000000.0,12.41,6180000000.0,77.56,1.36,97.9,734750000.0,744610000.0,262.0199890136719,206.7100067138672,191.08999633789062
ICUI,4960000000.0,4530000000.0,3.96,3.18,13.48,81.51,0.08439999999999999,0.1104,0.0501,0.0719,1300000000.0,61.3,0.055,461500000.0,231220000.0,109350000.0,5.03,538810000.0,25.37,46890000.0,2.95,5.46,74.86,263440000.0,178180000.0,233.3800048828125,205.8000030517578,182.75999450683594
IDCC,2080000000.0,1670000000.0,6.07,2.96,11.61,30.48,0.0793,0.17079999999999998,0.0258,0.0253,404380000.0,13.13,0.64,188810000.0,148030000.0,32070000.0,1.02,900810000.0,29.36,421420000.0,57.31,2.69,23.6,78420000.0,79750000.0,67.46912384033203,72.29204559326172,55.58551025390625
IDEX,949350000.0,634550000.0,7.54,1.76,23.46,-12.81,-1.17,-0.7071,-0.11900000000000001,-0.3962,98900000.0,0.25,1.547,2060000.0,-61830000.0,-115710000.0,-0.294,315370000.0,0.63,9200000.0,1.72,7.98,1.1,-61790000.0,-22400000.0,1.9700000286102295,2.8399999141693115,0.9100000262260437
IDXX,52790000000.0,53570000000.0,17.73,70.62,66.1,212.11,0.2414,0.2928,0.2588,1.2653,3140000000.0,36.73,0.12300000000000001,1570000000.0,1020000000.0,756860000.0,8.72,145200000.0,1.71,963190000.0,127.5,1.48,8.89,764520000.0,568770000.0,621.9000244140625,631.5499877929688,393.1099853515625
IDYA,980420000.0,712220000.0,21.92,4.08,79.35,-63.24,-1.0319,-1.0458,-0.0663,-0.14300000000000002,35550000.0,1.08,0.001,-20160000.0,-35540000.0,-36690000.0,-1.12,264550000.0,6.87,5580000.0,1.76,6.96,8.26,-50720000.0,-34050000.0,25.489999771118164,20.989999771118164,12.5600004196167
IEP,13210000000.0,8180000000.0,1.31,3.73,2.9,151.51,0.0019,0.1277,0.037200000000000004,0.0741,11830000000.0,47.69,2.728,-649000000.0,2020000000.0,23000000.0,0.09,1940000000.0,6.98,8230000000.0,82.21,1.3,16.57,-1070000000.0000001,3180000000.0,48.199520111083984,51.22075653076172,41.13132858276367
IESC,1070000000.0000001,1060000000.0,0.85,3.47,2.61,37.17,0.0434,0.0558,0.0808,0.2095,1540000000.0,73.9,0.46399999999999997,288000000.0,107660000.0,66290000.00000001,3.15,23110000.0,1.12,86270000.0,23.28,1.55,16.7,37920000.0,-6780000.0,45.689998626708984,51.36000061035156,31.770000457763672
IHRT,3380000000.0,9620000000.0,1.13,4.53,10.36,57.54,-0.0779,0.0666,0.0159,-0.29100000000000004,3430000000.0,23.43,0.247,1790000000.0,675530000.0,-267360000.0,-1.83,369090000.0,2.51,6620000000.0,828.97,1.73,5.37,276380000.0,218490000.0,25.020000457763672,26.93000030517578,8.119999885559082
III,351480000.0,387060000.0,1.41,3.63,5.44,44.61,0.048799999999999996,0.0973,0.0705,0.13970000000000002,274650000.0,5.67,0.153,99250000.0,32240000.000000004,13400000.0,0.26,54500000.0,1.11,78030000.0,79.4,1.99,2.01,46130000.0,46530000.0,7.15234899520874,5.803587913513184,2.082451343536377
IIIV,533250000.0,756380000.0,3.92,2.66,10.66,67.8,-0.0199,0.0401,0.010700000000000001,-0.0296,224120000.0,10.68,0.855,166420000.0,27130000.0,-4460000.0,-0.22,3640000.0,0.17,215770000.0,74.51,0.6,9.3,46770000.0,63070000.0,24.209999084472656,30.219999313354492,25.25
IIN,165510000.0,142340000.0,1.36,1.8,4.58,78.77,0.0078000000000000005,0.024,0.0155,0.011200000000000002,123330000.0,13.66,0.135,26180000.0,8369999.999999999,964000.0,0.11,33060000.000000004,3.62,5360000.0,5.77,3.68,10.18,8770000.0,5140000.0,18.15999984741211,22.479999542236328,12.180000305175781
IIVI,6300000000.0,6680000000.0,2.2,2.13,8.4,38.76,0.1027,0.1286,0.0426,0.09,3170000000.0,30.25,0.092,1220000000.0,683120000.0,277880000.0,2.47,1560000000.0,14.7,1550000000.0,37.04,2.97,28.39,492360000.0,275670000.0,59.36000061035156,72.58999633789062,40.560001373291016
ILMN,63480000000.0,61630000000.0,15.09,12.25,55.62,123.5,0.2119,0.165,0.0393,0.1186,4280000000.0000005,28.97,0.395,2230000000.0,918000000.0,907000000.0,6.11,1260000000.0,8.09,2540000000.0,23.95,2.68,67.47,669000000.0,1490000000.0,405.6099853515625,473.2099914550781,309.0799865722656
ILPT,1660000000.0,2530000000.0,7.09,1.66,46.1,64.73,0.43310000000000004,0.4628,0.028399999999999998,0.0932,223460000.0,3.43,-0.156,219190000.0,154120000.0,96720000.0,1.48,44090000.0,0.67,999990000.0,100.4,6.98,15.23,110550000.0,114240000.0,25.114742279052734,25.520599365234375,20.444976806640625
IMAC,37480000.0,31650000.0,1.74,1.45,9.07,-13.56,-0.4092,-0.6461,-0.2243,-0.5908,13480000.0,0.7,0.003,715910.0,-7010000.0,-5520000.0,-0.287,11190000.0,0.43,6700000.0,34.31,2.52,0.95,-7710000.0,-4430000.0,1.4800000190734863,1.9800000190734863,0.777999997138977
IMBI,130910000.0,184940000.0,0.2,1.59,1.42,48.49,-0.0408,-0.0222,-0.0222,-0.37810000000000005,482120000.0,27.9,0.19899999999999998,167050000.0,-338000.0,-19680000.0,-1.14,51350000.0,2.38,121460000.0,158.67,1.93,3.4,-2880000.0,-55300000.0,5.75,8.050000190734863,5.800000190734863
IMCC,238430000.0,223450000.0,6.18,2.14,15.52,-55.04,-0.6185,-0.7332,-0.114,-0.21559999999999999,39170000.0,0.86,1.442,10470000.0,-25940000.0,-24230000.0,-0.773,18140000.0,0.27,24350000.0,11.54,2.29,3.1,-39670000.0,-29040000.0,3.5299999713897705,5.309999942779541,0.9829999804496765
IMGN,1150000000.0,929580000.0,7.9,16.77,100.93,-27.24,-0.5540999999999999,-0.4233,-0.124,-4.1368,127660000.0,0.64,-0.494,17710000.0,-51950000.0,-70740000.0,-0.36,245760000.0,1.21,19400000.0,25.17,2.42,0.38,-115010000.0,-8530000.0,5.670000076293945,6.590000152587891,3.5999999046325684
IMKTA,1250000000.0,1880000000.0,0.27,1.37,1.41,14.94,0.0501,0.0682,0.1085,0.2771,4990000000.0,254.32,0.11599999999999999,1300000000.0,457210000.0,249730000.0,12.73,75310000.0,3.96,632040000.0,64.28,1.88,51.77,306300000.0,120760000.0,65.86940002441406,57.961822509765625,37.434513092041016
IMMR,225890000.0,119900000.0,5.39,2.02,16.72,31.07,0.5302,0.4608,0.0843,0.2082,36280000.0,1.22,-0.055999999999999994,24770000.0,17540000.0,19230000.0,0.63,118630000.0,3.59,2009999.9999999998,1.53,12.55,3.96,13730000.0,12310000.0,6.840000152587891,8.770000457763672,7.050000190734863
IMOS,1240000000.0,1390000000.0,1.52,1.66,0.2,0.9,0.16079999999999997,0.19879999999999998,0.091,0.20170000000000002,26920000000.0,740.3,0.259,5030000000.0,9650000000.0,4330000000.0,4.22,5750000000.0,158.19,11010000000.0,48.18,2.19,628.18,7230000000.0,1650000000.0,34.22999954223633,32.73033905029297,18.546228408813477
IMTX,817820000.0,602370000.0,23.57,9.22,93.49,-23.77,0.0,-3.1692,-0.2341,-1.4321000000000002,28480000.0,0.45,-0.18100000000000002,-35830000.0,-87610000.0,-112290000.0,-2.02,173210000.0,2.75,7000000.0,19.9,1.68,0.56,-80920000.0,3240000.0,13.0,11.609999656677246,10.609999656677246
IMXI,644500000.0,589820000.0,1.6,5.33,4.89,31.94,0.1005,0.15460000000000002,0.1456,0.40409999999999996,431330000.0,11.24,0.263,116610000.0,76460000.0,43330000.0,1.11,125130000.0,3.24,84060000.0,63.51,2.33,3.42,28230000.0,22410000.0,16.700000762939453,14.850000381469727,14.364999771118164
INBX,1260000000.0,1210000000.0,119.84,28.51,479.85,-65.66,0.0,-10.3855,-0.3404,-1.3046,7150000.0,0.19,-0.5710000000000001,-60610000.0,-73110000.0,-78230000.0,-2.07,112700000.0,2.97,77170000.0,273.64,4.73,0.74,-73090000.0,-45770000.0,33.310001373291016,27.520000457763672,18.0
INCY,15190000000.0,13160000000.0,5.58,5.17,16.18,58.58,0.18350000000000002,0.22469999999999998,0.109,0.193,2910000000.0,13.24,0.31,276630000.0,713300000.0,534580000.00000006,2.41,2280000000.0,10.34,58580000.0,1.86,3.94,14.26,741460000.0,387480000.0,68.77999877929688,84.12999725341797,89.73999786376953
INDT,541920000.0,634130000.0,9.86,2.64,58.97,300.25,-0.34009999999999996,0.08900000000000001,0.0073,-0.1355,37390000.0,7.11,0.107,26910000.0,15880000.0,-12720000.0,-2.42,37290000.0,3.66,172450000.0,80.73,3.11,27.63,8150000.0,12650000.0,70.0999984741211,65.50106811523438,51.7535514831543
INFI,304150000.0,258579999.99999997,129.42,7.32,604.15,-24.52,0.0,-23.774299999999997,-0.3868,-4.9075999999999995,1840000.0,0.02,-0.13699999999999998,-26080000.0,-43340000.0,-44210000.0,-0.557,90090000.0,1.01,1600000.0,4.97,7.44,0.36,-39410000.0,-22200000.0,3.4200000762939453,2.990000009536743,1.1699999570846558
INFN,1750000000.0,2080000000.0,1.21,4.64,5.84,-140.48,-0.10710000000000001,-0.0487,-0.027000000000000003,-0.4282,1380000000.0,6.77,0.046,444010000.0,16410000.0,-147630000.0,-0.73,203480000.0,0.96,553740000.0,162.74,1.75,1.62,78970000.0,118380000.0,8.319999694824219,10.199999809265137,6.159999847412109
INGN,979070000.0,757590000.0,2.84,2.64,8.14,63.68,0.0321,0.0101,0.0046,0.030699999999999998,355580000.0,15.93,0.253,138180000.0,24380000.0,11420000.0,0.5,245130000.0,10.79,27640000.0,7.07,5.6,17.2,33330000.0,8260000.0,43.09000015258789,65.16999816894531,29.0
INO,1510000000.0,1100000000.0,208.37,2.96,3760.0,-18.63,0.0,-34.5367,-0.2889,-0.5686,6520000.0,0.03,0.235,-86830000.0,-221710000.0,-221050000.0,-1.11,394940000.0,1.88,33150000.0,7.31,9.49,2.16,-229030000.0,-157510000.0,7.159999847412109,9.270000457763672,11.600000381469727
INOD,258769999.99999997,243550000.0,4.24,8.24,13.96,1440.0,0.0103,0.0258,0.018799999999999997,0.025,65760000.00000001,2.52,0.19899999999999998,23230000.0,2980000.0,680000.0,0.02,20940000.0,0.77,6560000.0,24.07,1.67,1.13,5650000.0,2790000.0,9.529999732971191,7.0,3.0899999141693115
INPX,103660000.0,39500000.0,4.49,0.73,8.88,-3.84,-2.6986000000000003,-2.7525,-0.2079,-0.39520000000000005,14720000.0,0.17,0.742,6680000.0,-35800000.0,-39720000.0,-0.45,110010000.0,0.88,4870000.0,2.96,5.8,0.98,-29070000.0,-6160000.0,0.8320000171661377,1.1699999570846558,1.100000023841858
INSM,3260000000.0,2920000000.0,16.81,5.98,62.55,-28.93,-2.4396,-2.0814,-0.21,-0.9836,173750000.0,1.61,0.071,33860000.0,-354690000.0,-423890000.0,-3.92,846560000.0,7.15,601210000.0,119.09,8.52,4.26,-345960000.0,-171660000.0,27.540000915527344,28.459999084472656,32.13999938964844
INTC,216690000000.0,227240000000.0,2.83,2.54,11.84,22.81,0.26890000000000003,0.29309999999999997,0.09179999999999999,0.2563,78470000000.0,19.3,0.047,43610000000.0,34720000000.0,21100000000.0,5.16,34640000000.0,8.52,40300000000.0,44.74,2.07,22.15,34080000000.0,6140000000.0,52.91204071044922,55.392330169677734,50.106842041015625
INTU,171080000000.0,169690000000.0,17.74,17.33,84.55,472.69,0.2028,0.244,0.128,0.2793,10320000000.0,37.86,0.517,8000000000.0,2890000000.0,2089999999.9999998,7.58,3250000000.0,11.48,2510000000.0,25.76,2.1,35.62,3350000000.0,2690000000.0,538.8237915039062,488.975830078125,323.8568420410156
INTZ,71560000.0,64690000.0,9.65,9.56,35.56,-11.08,-2.6176999999999997,-2.565,-1.3167,-4.701499999999999,7210000.0,0.41,0.145,3910000.0,-17970000.0,-18880000.0,-1.087,7150000.0,0.38,3470000.0,51.26,2.23,0.36,-15590000.0,-10070000.0,4.059999942779541,15.40999984741211,14.520000457763672
INVA,1160000000.0,1510000000.0,5.04,3.52,15.41,11.47,0.8258,0.953,0.24670000000000003,0.7757,374660000.0,4.16,0.10300000000000001,335010000.0,357070000.0,309410000.0,3.07,135120000.0,1.94,392310000.0,79.77,75.82,5.8,350710000.0,226440000.0,16.709999084472656,13.40999984741211,10.449999809265137
INVE,417830000.0,394140000.0,3.86,5.67,13.55,126.13,0.028399999999999998,0.0104,0.0072,0.0516,100090000.0,4.93,0.17,33680000.0,3260000.0,1710000.0,0.08,29220000.0,1.32,2500000.0,3.28,3.56,3.44,3560000.0,3420000.0,18.84000015258789,17.0,6.260000228881836
INVZ,762170000.0,607800000.0,143.21,2.26,292.78,-20.67,0.0,16.4799,-0.4464,-0.8015000000000001,-9230000.0,-0.13,0.134,-13370000.0,-149550000.0,-169460000.0,-2.37,324570000.0,2.43,2400000.0,0.74,17.15,2.42,-78530000.0,-40010000.0,5.760000228881836,10.569999694824219,9.859999656677246
IONM,88180000.0,95820000.0,3.41,3.84,11.21,118.89,-0.10869999999999999,-0.1447,-0.06849999999999999,-0.2616,25500000.0,2.39,1.156,-4390000.0,-2850000.0,-2770000.0,-0.26,918000.0,0.08,11780000.0,48.55,9.98,2.05,-10040000.0,-14020000.0,7.534999847412109,2.0999999046325684,0.8980000019073486
IONS,4740000000.0,3990000000.0,6.84,8.13,29.95,-51.96,-0.9304000000000001,-0.3319,-0.049800000000000004,-0.5764,660730000.0,4.7,-0.16899999999999998,182240000.0,-201710000.0,-614970000.0,-4.37,2000000000.0,14.16,1310000000.0,246.85,7.7,3.76,-74910000.0,86960000.0,33.540000915527344,39.88999938964844,47.45000076293945
IOSP,2080000000.0,2020000000.0,1.65,2.13,5.37,48.62,0.0665,0.095,0.057800000000000004,0.09570000000000001,1380000000.0,56.1,0.419,342700000.0,172400000.0,91800000.0,3.69,89200000.0,3.62,33500000.0,3.37,2.21,40.27,82600000.0,48830000.0,83.69014739990234,90.0399398803711,62.16096115112305
IPA,126950000.0,96190000.0,7.54,2.77,20.97,-48.53,-0.5349,-0.4962,-0.1188,-0.266,18730000.0,1.06,0.21899999999999997,11400000.0,-7600000.0,-10020000.0,-0.44,40700000.0,2.1,3290000.0,5.93,7.08,2.88,-1970000.0,-2049999.9999999998,6.21999979019165,6.019999980926514,10.550000190734863
IPAR,2370000000.0,2280000000.0,3.16,4.23,8.66,32.12,0.12119999999999999,0.2217,0.1217,0.1884,852840000.0,26.97,0.635,289630000.0,198700000.0,103370000.0,3.26,324040000.0,10.21,175560000.0,23.11,3.32,18.46,186410000.0,28380000.0,74.7699966430664,71.7446060180664,36.97106170654297
IPDN,20180000.0,18200000.0,2.99,37.72,10.81,-549.49,-0.26789999999999997,-0.2749,-0.1065,-0.3911,5850000.0,0.43,0.289,3670000.0,-1520000.0,-1460000.0,-0.115,4090000.0,0.25,533960.0,12.27,1.22,0.24,-1890000.0,-575630.0,1.2599999904632568,1.6100000143051147,0.9599999785423279
IPGP,8439999999.999999,6990000000.0,6.24,3.12,18.43,57.04,0.1833,0.24109999999999998,0.0727,0.1007,1430000000.0,26.81,0.191,539000000.0,441030000.0,262670000.00000003,4.87,1520000000.0,28.49,40720000.0,1.49,7.94,51.39,390470000.0,229450000.0,158.39999389648438,210.77000427246094,169.97000122070312
IQ,6340000000.0,7880000000.0,1.32,5.11,1.04,-5.85,-0.1942,-0.1261,-0.0535,-0.9386,30620000000.0,39.12,0.055999999999999994,2630000000.0,5290000000.0,-5960000000.0,-1.193,10960000000.0,13.72,22940000000.0,325.71,0.68,8.25,-6380000000.0,5280000000.0,8.029999732971191,15.579999923706055,22.579999923706055
IRBT,2200000000.0,1840000000.0,1.39,2.82,4.17,37.66,0.0455,0.0426,0.0379,0.09880000000000001,1650000000.0,59.13,0.067,672150000.0,101430000.0,75240000.0,2.63,247920000.0,9.2,51500000.0,6.95,2.21,27.47,44530000.0,16550000.0,78.5,93.38999938964844,75.9000015258789
IRCP,773760000.0,1110000000.0,1.72,0.49,0.29,-0.87,0.0,0.18969999999999998,0.0062,-0.5011,9240000000.0,68.29,0.307,4400000000.0,1890000000.0,-42470000000.0,-3.108,988000000.0,7.3,43600000000.0,52.24,0.94,572.64,8770000000.0,-6140000000.0,2.950000047683716,10.600000381469727,5.699608325958252
IRDM,5270000000.0,6650000000.0,8.99,4.01,41.04,72.53,-0.018799999999999997,0.0673,0.0077,-0.0083,605120000.0,4.52,0.071,440750000.0,345920000.0,-11360000.0,-0.09,289010000.0,2.19,1620000000.0,122.9,4.2,10.0,283770000.0,269020000.0,39.849998474121094,39.9900016784668,25.579999923706055
IRIX,121280000.0,98010000.0,2.38,4.51,7.39,-50.65,-0.0581,-0.1067,-0.086,-0.1391,50950000.0,3.41,0.507,15560000.0,-4820000.0,-2960000.0,-0.2,25570000.0,1.61,2890000.0,11.42,3.39,1.6,9750000.0,-245500.0,7.659999847412109,7.059999942779541,1.9600000381469727
IRMD,414520000.0,361030000.0,12.11,6.39,33.1,105.35,0.1577,0.33409999999999995,0.10800000000000001,0.0944,38490000.0,3.13,0.41700000000000004,23570000.0,14220000.0,6070000.0,0.48,59320000.0,4.81,2550000.0,3.75,11.33,5.5,10390000.0,12420000.0,33.59000015258789,29.40999984741211,21.3799991607666
