Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
IRTC,1720000000.0,1590000000.0,5.52,5.62,18.61,-83.71,-0.2455,-0.2418,-0.0989,-0.2491,319830000.0,10.95,0.187,194890000.0,-68610000.0,-78520000.0,-2.69,256769999.99999997,8.73,121570000.0,41.09,3.93,10.06,-16890000.0,-15310000.0,58.560001373291016,66.3499984741211,238.11000061035156
IRWD,2130000000.0,2109999999.9999998,5.13,4.17,20.3,31.22,1.2830000000000001,0.5845,0.19210000000000002,1.8103,413300000.0,2.56,0.003,298320000.0,241940000.0,530280000.0,3.25,574280000.0,3.51,470130000.0,81.07,4.77,3.55,248840000.0,160770000.0,13.0600004196167,12.869999885559082,8.989999771118164
ISIG,13240000.0,7390000.0,0.62,2.55,2.12,-8.11,-0.1754,-0.226,-0.24059999999999998,-0.5464,20030000.0,11.42,-0.212,3020000.0,-4390000.0,-3510000.0,-2.0,3650000.0,2.06,202000.0,4.67,2.12,2.44,-3260000.0,-1020000.0,7.489999771118164,8.289999961853027,4.690000057220459
ISSC,108110000.0,102110000.0,4.84,5.34,16.52,78.23,0.2127,0.145,0.059800000000000006,0.15560000000000002,22470000.0,1.31,0.038,11800000.0,3720000.0,4780000.0,0.28,7480000.0,0.43,2240.0,0.01,4.32,1.33,5360000.0,3800000.0,7.019999980926514,6.269999980926514,6.401538848876953
ISUN,75560000.0,60650000.0,2.19,2.01,9.08,-52.13,-0.11199999999999999,-0.23620000000000002,-0.1027,-0.1396,27620000.0,3.53,0.345,2340000.0,-5810000.0,-3260000.0,-0.42,27460000.0,2.48,14020000.0,37.73,5.03,4.08,-5240000.0,-2820000.0,8.300000190734863,11.380000114440918,7.090000152587891
ITCI,3030000000.0,2510000000.0,53.51,5.48,116.0,-32.47,0.0,-3.6977999999999995,-0.24559999999999998,-0.43320000000000003,70590000.0,0.87,2.0140000000000002,-44860000.0,-260500000.0,-259089999.99999997,-3.2,477280000.0,5.86,26410000.0,5.43,10.69,5.98,-254600000.0,-155120000.0,37.279998779296875,40.81999969482422,25.65999984741211
ITI,223520000.0,202940000.0,1.8,2.73,6.1,-149.22,-0.017,0.0113,0.0075,-0.0269,127210000.0,3.04,0.136,46860000.0,5160000.0,-2110000.0,-0.052,28170000.0,0.67,12600000.0,15.65,2.27,1.9,2830000.0,3890000.0,5.28000020980835,6.650000095367432,4.099999904632568
ITMR,496250000.0,433780000.0,9.41,6.1,31.98,-69.07,-0.4165,-0.34380000000000005,-0.13140000000000002,-0.3533,50880000.0,3.27,0.233,28710000.0,-15620000.0,-21190000.0,-1.47,68650000.0,4.18,10850000.0,14.67,4.12,4.5,-14030000.0,-7440000.0,30.219999313354492,23.549999237060547,20.43000030517578
ITRI,3420000000.0,3760000000.0,1.53,2.91,7.72,156.01,-0.0004,0.041299999999999996,0.0192,0.0016,2020000000.0,46.9,-0.099,602170000.0,172700000.0,-869000.0,-0.02,188690000.0,4.17,508780000.0,42.4,1.62,25.93,180090000.0,208750000.0,75.62999725341797,99.9800033569336,60.7400016784668
ITRN,528450000.00000006,496820000.0,2.04,3.99,7.56,26.97,0.1193,0.19879999999999998,0.10859999999999999,0.268,264140000.0,12.69,0.08900000000000001,115520000.0,70360000.0,31500000.0,1.51,66959999.99999999,3.22,35740000.0,26.39,1.51,6.29,56250000.0,31590000.0,25.389999389648438,27.0916690826416,13.484125137329102
IVA,534590000.00000006,415860000.0,1040.0,3.98,6400.0,-29.66,0.0,-7.1896,-0.2727,-0.631,5640000.0,0.17,1.335,4420000.0,-39850000.0,-41100000.0,-1.37,94320000.0,2.44,10090000.0,11.4,7.39,2.29,-43210000.0,-31920000.0,14.15999984741211,13.635000228881836,11.819999694824219
IVAC,117520000.0,77110000.0,1.44,1.28,5.21,-24.99,-0.2145,-0.2053,-0.0802,-0.16699999999999998,73420000.0,3.04,-0.314,40230000.0,-11670000.0,-15750000.0,-0.652,44830000.0,1.82,7520000.0,8.4,5.17,3.64,1040000.0,6670000.0,4.78000020980835,6.739999771118164,5.510000228881836
IZEA,118850000.0,43960000.0,4.56,1.58,5.78,-34.93,-0.17850000000000002,-0.2555,-0.0636,-0.0889,25920000.0,0.45,0.885,10330000.0,-5720000.0,-4630000.0,-0.081,74450000.0,1.2,97070.0,0.13,5.76,1.2,-3750000.0,-1510000.0,1.9199999570846558,2.549999952316284,0.9950000047683716
JAGX,104630000.0,109080000.0,10.18,3.29,173.15,-11.31,0.0,-6.9176,-0.4375,-3.2053,4830000.0,0.12,-0.773,6110000.0,-31700000.0,-49650000.0,-1.26,12380000.0,0.27,27830000.0,129.13,2.01,0.47,-30110000.0,-26030000.0,2.2699999809265137,4.739999771118164,0.8700000047683716
JAMF,4580000000.0,4720000000.0,14.5,5.7,49.33,-279.45,-0.1725,-0.1405,-0.023,-0.07490000000000001,339170000.0,2.88,0.355,219420000.0,-4880000.0,-58490000.0,-0.5,227150000.0,1.91,388280000.0,51.99,1.02,6.27,84470000.0,164830000.0,38.52000045776367,33.56999969482422,37.61000061035156
JAN,19340000.0,21640000.0,0.36,5.38,1.79,107.15,-0.2182,-0.2144,-0.1931,-2.1025,38530000.0,16.0,-0.012,8830000.0,-4110000.0000000005,-8410000.0,-3.491,2820000.0,1.0,6690000.0,245.52,0.52,0.96,-3060000.0,140380.0,6.840000152587891,7.800000190734863,4.739999771118164
JAZZ,7990000000.0,14020000000.0,2.86,1.93,16.72,72.5,-0.0562,0.2341,0.0446,-0.044000000000000004,2860000000.0,49.11,0.395,2210000000.0,1130000000.0,-160900000.0,-2.76,671780000.0,10.93,6410000000.0,162.78,3.58,64.17,787020000.0,-137960000.0,130.2100067138672,177.63999938964844,142.58999633789062
JBHT,17560000000.0,18290000000.0,1.66,6.27,5.82,44.32,0.058899999999999994,0.0816,0.0946,0.2487,11410000000.0,108.14,0.272,1620000000.0,1480000000.0,672600000.0,6.3,529600000.0,5.04,1490000000.0,51.13,1.38,27.83,1180000000.0,267820000.0,166.96327209472656,162.40866088867188,125.22030639648438
JBLU,4860000000.0,6380000000.0,1.36,1.28,3.23,17.28,-0.0876,-0.2724,-0.0602,-0.11109999999999999,4860000000.0,15.71,3.008,-590000000.0,-843000000.0,-426000000.0,-1.38,3290000000.0,10.35,4970000000.0,125.88,1.03,12.42,1300000000.0,-582500000.0,15.289999961853027,16.780000686645508,11.329999923706055
JBSS,937290000.0,963200000.0,1.1,3.87,4.26,31.1,0.0757,0.0974,0.1324,0.2932,874540000.0,75.97,0.076,184990000.0,103710000.0,66180000.00000001,5.72,539000.0,0.05,62450000.0,27.37,1.9,19.89,85020000.0,47150000.0,81.72000122070312,85.69528198242188,70.95451354980469
JCS,84080000.0,67800000.0,1.8,1.92,37.08,-40.91,0.1058,-0.0591,-0.0279,-0.15259999999999999,42570000.0,4.51,-0.455,17210000.0,-1680000.0,-5020000.0,0.477,38150000.0,3.92,202300.0,1.09,1.09,1.91,-1730000.0,48700000.0,5.062914848327637,4.202511787414551,2.241729974746704
JCTCF,36980000.0,35810000.0,0.65,1.66,2.37,58.68,0.0601,0.065,0.0892,0.1637,57500000.0,16.49,0.077,14150000.0,3980000.0,3450000.0,0.99,1180000.0,0.34,3000000.0,13.12,4.1,6.56,-4420000.0,-6080000.0,11.59000015258789,9.800000190734863,7.710000038146973
JD,113420000000.0,91440000000.0,0.87,3.35,0.42,-39.07,0.0288,0.0036,0.0048,0.1185,900010000000.0,579.62,0.255,60410000000.0,9610000000.0,25930000000.0,2.56,190340000000.0,122.54,37610000000.0,15.1,1.41,138.62,41040000000.0,19940000000.0,72.23999786376953,79.80999755859375,77.61000061035156
JJSF,2920000000.0,2690000000.0,2.72,3.49,8.31,73.21,0.048600000000000004,0.0633,0.0416,0.0672,1140000000.0,60.2,0.27899999999999997,298930000.0,121880000.0,55610000.0,2.91,291170000.0,15.26,60530000.0,7.16,3.49,44.31,101500000.0,37760000.0,152.82000732421875,173.69366455078125,128.44952392578125
JKHY,12150000000.0,12190000000.0,7.06,9.21,24.99,68.59,0.1796,0.2311,0.11230000000000001,0.2193,1790000000.0,23.95,0.08,694830000.0,467790000.0,322370000.0,4.3,44250000.0,0.6,123210000.0,8.83,1.14,18.85,454200000.0,246690000.0,163.54994201660156,162.5682373046875,160.2455291748047
JOUT,1220000000.0,1080000000.0,1.81,2.89,5.07,25.53,0.12269999999999999,0.1563,0.1245,0.2261,750070000.0,74.53,0.5429999999999999,264990000.0,126830000.0,92000000.0,9.07,249020000.0,24.78,44660000.0,9.87,3.67,45.02,93540000.0,51800000.0,105.50314331054688,120.44168090820312,81.0665054321289
JRSH,76170000.0,69000000.0,0.75,1.32,1.51,11.09,0.0596,0.0756,0.07719999999999999,0.1198,120020000.0,10.59,0.688,16000000.0,10750000.0,7150000.0,0.63,28240000.0,2.29,1460000.0,2.34,5.3,5.47,7010000.0,4620000.0,6.674594402313232,6.573536396026611,4.3463335037231445
JVA,33910000.0,32479999.999999996,0.5,1.21,2.38,-630.45,0.008199999999999999,-0.0067,-0.0068000000000000005,-0.0002,63850000.0,11.24,-0.214,13080000.0,255140.0,523010.0,0.092,4510000.0,0.79,4240000.0,14.54,3.77,4.9,5890000.0,4870000.0,4.550000190734863,5.369999885559082,3.4800000190734863
JYNT,1410000000.0,1410000000.0,20.65,52.47,67.2,470.61,0.2318,0.1074,0.0765,0.9129,75800000.0,5.32,0.36200000000000004,52180000.0,13090000.0,17570000.0,1.18,19540000.0,1.36,21010000.0,72.27,1.19,2.02,16730000.0,4270000.0,98.0199966430664,83.91999816894531,17.389999389648438
KALA,170520000.0,127980000.0,14.54,2.02,41.73,-4.96,0.0,-9.5865,-0.3325,-1.5063,11620000.0,0.19,0.382,4190000.0000000005,-110410000.0,-126150000.0,-2.033,124500000.0,1.9,107030000.0,174.13,5.48,0.94,-106250000.0,-54840000.0,2.619999885559082,5.300000190734863,7.5
KALU,1730000000.0,2520000000.0,1.08,2.4,3.35,57.82,-0.0069,0.0375,0.022799999999999997,-0.0199,2089999999.9999998,131.94,1.935,231400000.0,155500000.0,-14300000.0,-0.91,295700000.0,18.74,1090000000.0,151.61,2.75,45.68,89500000.0,-203900000.0,108.19116973876953,121.87267303466797,51.6241569519043
KBAL,410000000.0,444900000.0,0.74,1.71,2.84,-341.44,-0.0052,-0.0127,-0.011200000000000002,-0.0126,577670000.0,15.67,0.059000000000000004,182430000.0,15590000.0,-3020000.0,-0.08,27860000.0,0.76,57710000.0,25.03,1.26,6.26,12240000.0,6020000.0,11.199999809265137,13.045818328857422,10.23878288269043
KBNT,46040000.0,15980000.0,17.49,1.45,23.61,-7.39,-2.6310000000000002,-2.6557999999999997,-0.2343,-0.42700000000000005,3030000.0,0.25,1.4140000000000001,2900000.0,-7650000.0,-7970000.0,-0.654,28750000.0,2.02,337740.0,1.14,12.13,2.09,-6910000.0,-5850000.0,3.2300000190734863,5.710000038146973,2.2300000190734863
KC,6840000000.0,6140000000.0,5.26,5.7,2.54,-12.6,-0.1461,-0.1666,-0.0541,-0.11900000000000001,8320000000.0,37.16,0.396,356980000.0,-558400000.0,-1220000000.0,-0.85,5990000000.0,24.81,1160000000.0,9.6,2.02,45.79,-1030000000.0,-1980000000.0,28.31999969482422,33.93000030517578,29.530000686645508
KE,646850000.0,606620000.0,0.5,1.46,2.07,47.27,0.034,0.0415,0.0401,0.1012,1250000000.0,49.94,-0.11800000000000001,118030000.0,86610000.0,42480000.0,1.68,89320000.0,3.56,76040000.0,17.29,1.84,17.52,101210000.0,56230000.0,25.770000457763672,21.739999771118164,11.5600004196167
KELYA,746390000.0,768790000.0,0.16,0.6,0.64,13.23,0.022000000000000002,0.01,0.0118,0.0883,4900000000.0,124.46,0.151,827600000.0,77400000.0,107000000.0,2.72,43500000.0,1.1,82500000.0,6.47,1.43,32.36,500000.0,43760000.0,18.827756881713867,23.845457077026367,16.951465606689453
KELYB,746390000.0,768790000.0,0.16,0.62,0.64,13.23,0.022000000000000002,0.01,0.0118,0.0883,4900000000.0,124.46,0.151,827600000.0,77400000.0,107000000.0,2.72,43500000.0,1.1,82500000.0,6.47,1.43,32.36,500000.0,43760000.0,19.64573097229004,23.887887954711914,17.311506271362305
KEQU,36880000.0,47820000.0,0.25,0.9,1.21,-186.06,-0.029300000000000003,-0.0191,-0.0203,-0.1097,150540000.0,54.44,0.084,23990000.0,-189000.0,-4420000.0,-1.6,4990000.0,1.79,17730000.0,43.96,1.71,14.36,2400000.0,2089999.9999999998,13.350000381469727,14.390000343322754,8.9399995803833
KFRC,1280000000.0,1280000000.0,0.86,6.86,3.18,42.31,0.0478,0.0694,0.1321,0.4048,1520000000.0,73.57,0.102,396220000.0,108740000.0,72900000.0,3.42,115630000.0,5.7,119420000.0,62.86,2.44,9.36,75230000.0,68390000.0,59.63999938964844,62.65352249145508,31.621627807617188
KHC,45180000000.0,66390000000.0,1.72,0.9,10.5,43.62,0.0876,0.21989999999999998,0.0374,0.04650000000000001,26270000000.0,21.45,-0.018000000000000002,9170000000.0,6700000000.0,2300000000.0,1.86,2270000000.0,1.86,24070000000.0,47.92,1.13,40.82,4050000000.0,3100000000.0,36.40883255004883,39.878047943115234,28.38890838623047
KIDS,1290000000.0,1220000000.0,14.08,5.82,48.81,1580.0,-0.3293,-0.1843,-0.0347,-0.1318,92160000.0,4.79,0.129,55030000.0,-6800000.0,-30340000.0,-1.58,57680000.0,2.93,1400000.0,0.63,4.84,11.24,-11980000.0,-17260000.0,65.51000213623047,63.18000030517578,45.91999816894531
KIRK,277360000.0,384740000.0,0.5,2.91,3.35,69.8,0.053099999999999994,0.0703,0.0718,0.41100000000000003,576910000.0,41.11,-0.02,172840000.0,61560000.0,30660000.0,1.98,26480000.0,2.05,161860000.0,213.64,1.1,5.82,25380000.0,31160000.0,19.209999084472656,22.8799991607666,8.210000038146973
KLAC,50760000000.0,51810000000.0,7.52,15.03,24.86,58.25,0.3652,0.37229999999999996,0.1697,0.8233,7460000000.0,48.67,0.354,4150000000.0000005,3110000000.0,2730000000.0,17.62,2620000000.0,17.31,3540000000.0,91.79,2.43,25.44,2540000000.0,1780000000.0,333.65911865234375,322.3516845703125,190.78311157226562
KLDO,232470000.0,181840000.0,170.3,4.63,1750.0,-8.35,0.0,-102.0678,-0.7739,-2.7659,855000.0,0.02,-0.784,-54990000.0,-84950000.0,-90030000.0,-2.239,55660000.0,1.31,21520000.0,73.68,3.03,0.69,-71230000.0,-37760000.0,5.460000038146973,7.440000057220459,11.069999694824219
KLIC,3610000000.0,3000000000.0,3.04,3.71,6.18,18.67,0.2419,0.2729,0.1949,0.3962,1520000000.0,24.48,1.7309999999999999,696990000.0,433960000.0,367160000.0,5.78,739790000.0,11.85,42990000.0,3.92,3.84,17.68,300030000.0,184190000.0,58.279998779296875,61.068809509277344,22.133922576904297
KMDA,238420000.0,138480000.0,2.08,1.3,6.01,303.69,0.0425,0.0574,0.0176,0.0246,103720000.0,2.27,-0.348,47550000.0,9820000.0,4410000.0,0.09,99840000.0,2.36,4520000.0,2.49,6.73,4.3,8900000.0,3340000.0,5.300000190734863,5.820000171661377,8.359999656677246
KMPH,329510000.0,198970000.0,4.71,2.52,101.26,-117.87,-0.3766,0.2587,0.062,-0.3085,28430000.0,1.29,0.021,11980000.0,7610000.0,-65050000.0,-2.95,131500000.0,3.72,1710000.0,1.3,36.41,3.73,10230000.0,5110000.0,9.329999923706055,12.819999694824219,9.039999961853027
KNDI,343330000.0,157520000.0,3.09,0.77,9.38,-33.81,0.1604,-0.4316,-0.060899999999999996,0.045599999999999995,95040000.0,1.3,-0.10300000000000001,13490000.0,-32130000.000000004,15240000.0,0.209,187070000.0,2.42,3000000.0,0.68,6.95,5.74,-56950000.0,-83540000.0,4.449999809265137,5.980000019073486,6.199999809265137
KOPN,459370000.0,429840000.0,9.7,11.54,39.48,-227.23,-0.191,-0.1978,-0.11869999999999999,-0.2698,46390000.0,0.53,0.14400000000000002,10980000.0,-8430000.0,-8860000.0,-0.102,31760000.0,0.35,1700000.0,3.97,3.7,0.48,-7200000.0,-4850000.0,5.130000114440918,8.180000305175781,1.3799999952316284
KOSS,148980000.0,144330000.0,8.06,7.63,33.07,-1220.0,0.0143,-0.0385,-0.0175,0.0147,18700000.0,2.27,-0.162,6730000.0,-411130.0,267310.0,0.03,7230000.0,0.79,2230000.0,10.65,6.68,2.3,-398450.0,-1020000.0,16.350000381469727,23.219999313354492,2.140000104904175
KRMD,126860000.0,100490000.0,5.95,3.4,16.64,-83.31,-0.20559999999999998,-0.2094,-0.0635,-0.1128,21060000.0,0.47,-0.006999999999999999,15010000.0,-3940000.0,-4330000.0,-0.099,26230000.0,0.59,804770.0,2.19,8.26,0.83,-5310000.0,-2009999.9999999998,2.8499999046325684,4.630000114440918,7.21999979019165
KRNT,6730000000.0,6390000000.0,23.86,12.29,73.75,1100.0,0.0668,0.0725,0.0219,0.0382,306750000.0,6.65,0.51,87800000.0,28500000.0,20470000.0,0.43,363690000.0,7.82,23320000.0,4.13,5.27,12.16,77470000.0,38450000.0,144.74000549316406,124.33000183105469,64.87000274658203
KRUS,492860000.0,569800000.0,10.01,13.09,20.41,1240.0,-0.1586,-0.2852,-0.0782,-0.1508,64890000.0,7.61,4.051,1530000.0,-13990000.0,-10290000.0,-1.21,40430000.0,4.17,72960000.0,80.32,2.87,9.36,-7150000.0,-25880000.0,43.68000030517578,38.0099983215332,13.100000381469727
KSPN,49010000.0,53970000.0,0.23,3.98,1.55,39.77,0.0067,-0.0143,-0.0316,0.17620000000000002,159970000.0,74.77,-0.175,16300000.0,66000.0,1080000.0,0.5,2570000.0,1.03,8090000.0,63.8,3.21,5.09,-10440000.0,-10210000.0,16.670000076293945,24.299999237060547,7.71999979019165
KTCC,69950000.0,178320000.0,0.14,0.57,1.34,52.0,0.006500000000000001,0.0167,0.0155,0.028399999999999998,528250000.0,49.09,0.078,42040000.0,15260000.0,3440000.0,0.3,1540000.0,0.14,133680000.0,108.64,2.28,11.43,-20240000.0,-30940000.0,6.5,6.519999980926514,9.850000381469727
KTOS,2770000000.0,2740000000.0,3.55,2.96,13.67,145.84,0.09759999999999999,0.0358,0.0118,0.0886,806300000.0,6.49,-0.006999999999999999,203200000.0,54400000.0,79900000.0,0.62,369900000.0,2.98,384400000.0,40.17,3.67,7.6,58900000.0,21240000.0,22.309999465942383,28.489999771118164,19.280000686645508
KVHI,182000000.0,159180000.0,1.01,1.43,3.7,20.24,-0.1002,-0.0781,-0.0467,-0.1272,172770000.0,9.57,0.046,57610000.0,660000.0,-17320000.0,-0.96,27030000.0,1.43,4059999.9999999995,3.08,2.8,6.98,1760000.0,-14320000.0,9.630000114440918,12.300000190734863,9.010000228881836
KYMR,3000000000.0,2660000000.0,41.25,11.67,130.67,-95.44,-1.1231,-1.1276000000000002,-0.0862,-0.20309999999999997,70340000.0,1.52,0.39899999999999997,-28070000.0,-77810000.0,-79000000.0,-1.71,536390000.0,10.45,18440000.0,3.82,5.75,9.43,-110660000.0,-48700000.0,58.7400016784668,48.5,32.310001373291016
LAKE,210440000.0,152280000.0,1.49,1.65,5.54,34.09,0.1739,0.228,0.1508,0.21289999999999998,139960000.0,17.56,-0.21600000000000003,79250000.0,33980000.0,24330000.0,2.98,59840000.0,7.67,2280000.0,1.82,7.73,16.04,31450000.0,22400000.0,21.0,22.329999923706055,19.799999237060547
LAMR,11490000000.0,15390000000.0,7.04,9.33,32.26,70.26,0.2168,0.29460000000000003,0.0547,0.31370000000000003,1720000000.0,17.05,0.23800000000000002,1010000000.0,776910000.0,373120000.0,3.69,87570000.0,0.87,4010000000.0,322.83,0.61,12.27,696650000.0,497470000.0,113.44999694824219,103.47561645507812,64.21688842773438
LANC,4650000000.0,4490000000.0,3.17,5.51,11.46,86.77,0.09,0.1175,0.1036,0.1646,1510000000.0,54.96,0.12300000000000001,386720000.0,222780000.0,135620000.0,4.92,130090000.0,4.72,18350000.0,2.16,2.28,30.88,149370000.0,42620000.0,167.91134643554688,191.65672302246094,174.89154052734375
LAND,729640000.0,1290000000.0,9.41,1.52,65.87,88.42,0.0241,0.4371,0.0172,0.0038,67590000.0,2.41,0.401,50890000.0,52590000.0,-9730000.0,-0.35,66489999.99999999,1.94,706310000.0,134.42,5.27,16.33,33770000.0,23280000.0,22.68939208984375,23.83517837524414,14.54680061340332
LASR,1220000000.0,1060000000.0,4.37,4.06,14.69,-370.93,-0.09480000000000001,-0.0959,-0.048600000000000004,-0.0978,268399999.99999997,6.54,0.17,59360000.0,-10680000.0,-25440000.0,-0.62,165580000.0,3.77,17780000.0,5.85,5.57,6.93,1030000.0,-7130000.0,28.190000534057617,36.279998779296875,23.479999542236328
LAUR,1950000000.0,2180000000.0,3.28,1.35,8.15,28.62,0.5075999999999999,0.16010000000000002,0.023700000000000002,-0.35009999999999997,1080000000.0,5.47,0.099,427030000.0,274950000.0,-534210000.00000006,2.77,1860000000.0,10.24,621220000.0,50.52,1.13,6.85,91840000.0,1550000000.0,10.113561630249023,8.637303352355957,7.905126571655273
LAWS,454010000.0,468180000.0,1.17,3.47,4.43,72.45,0.0252,0.052199999999999996,0.053399999999999996,0.0815,413800000.0,45.66,0.16899999999999998,186540000.0,29040000.0,10410000.0,1.11,7460000.0,0.82,24990000.0,18.6,1.95,14.8,18670000.0,-10250000.0,50.0099983215332,53.5099983215332,41.029998779296875
LAZR,5640000000.0,5070000000.0,291.57,10.31,635.64,-98.81,0.0,-7.8969000000000005,-0.2721,-1.2759,22030000.0,0.07,0.889,-11000000.0,-171160000.0,-454670000.0,-1.49,544870000.0,1.51,12210000.0,2.15,17.41,1.49,-122170000.0,-62730000.0,15.600000381469727,21.950000762939453,11.420000076293945
LAZY,245920000.0,385480000.0,0.33,1.74,1.21,8.76,0.060700000000000004,0.09949999999999999,0.1437,0.35090000000000005,1110000000.0,102.13,0.47700000000000004,178980000.0,123870000.0,41170000.0,3.37,67030000.0,5.67,234650000.0,99.99,1.42,15.59,55400000.0,-12390000.0,21.34000015258789,22.0,12.680000305175781
LBRDA,30760000000.0,34380000000.0,59.45,2.55,137.39,87.21,0.7843000000000001,-0.0225,-0.0007000000000000001,0.0564,777310000.0,4.17,58.308,30260000.0,195480000.0,609630000.0,3.23,319420000.0,1.81,4330000000.0,38.93,0.97,62.19,77040000.0,373950000.0,168.35000610351562,168.1699981689453,141.80999755859375
LBRDK,30760000000.0,34380000000.0,60.98,2.61,137.39,87.21,0.7843000000000001,-0.0225,-0.0007000000000000001,0.0564,777310000.0,4.17,58.308,30260000.0,195480000.0,609630000.0,3.23,319420000.0,1.81,4330000000.0,38.93,0.97,62.19,77040000.0,373950000.0,172.6999969482422,173.66000366210938,142.8699951171875
LBTYA,16149999999.999998,28840000000.0,1.31,0.61,15.17,27.7,0.9690000000000001,0.1685,0.026099999999999998,0.6218,12140000000.0,21.43,-0.332,8539999999.999999,4410000000.0,11760000000.0,20.41,3390000000.0,6.24,17070000000.0,66.7,1.47,47.46,4050000000.0,1080000000.0,29.799999237060547,27.15999984741211,21.010000228881836
LBTYB,16149999999.999998,28840000000.0,1.31,0.6,15.17,27.7,0.9690000000000001,0.1685,0.026099999999999998,0.6218,12140000000.0,21.43,-0.332,8539999999.999999,4410000000.0,11760000000.0,20.41,3390000000.0,6.24,17070000000.0,66.7,1.47,47.46,4050000000.0,1080000000.0,29.760000228881836,28.93000030517578,21.3700008392334
LBTYK,16149999999.999998,28840000000.0,1.3,0.6,15.17,27.7,0.9690000000000001,0.1685,0.026099999999999998,0.6218,12140000000.0,21.43,-0.332,8539999999.999999,4410000000.0,11760000000.0,20.41,3390000000.0,6.24,17070000000.0,66.7,1.47,47.46,4050000000.0,1080000000.0,29.459999084472656,27.040000915527344,20.540000915527344
LCUT,400510000.0,724020000.0,0.46,1.66,3.22,26.2,0.042800000000000005,0.07769999999999999,0.0507,0.1567,856280000.0,40.31,0.0,274000000.0,90420000.0,36650000.0,1.69,8680000.0,0.39,357150000.0,139.52,2.31,11.63,10200000.0,4960000.0,18.143936157226562,14.889708518981934,9.27332878112793
LE,1260000000.0,1610000000.0,0.82,3.42,4.18,38.93,0.0285,0.060899999999999996,0.0527,0.1243,1620000000.0,49.33,0.044000000000000004,605850000.0,137710000.0,46190000.0,1.38,37930000.0,1.15,360700000.0,90.51,1.75,12.08,111340000.0,96440000.0,23.540000915527344,41.04999923706055,13.029999732971191
LECO,7600000000.0,8140000000.000001,2.63,8.85,10.1,123.04,0.0866,0.1165,0.09390000000000001,0.3407,3080000000.0,51.84,0.20600000000000002,872150000.0,439830000.0,267120000.0,4.44,160560000.0,2.72,810070000.0,94.43,1.66,14.53,390930000.0,216200000.0,128.7899932861328,131.20004272460938,90.55301666259766
